,markecap,name,price,supply,time
0,"$167,144,118,093",Bitcoin,9183.85,"18,199,787 BTC",coinmarketcap20200204153935.html
1,"$20,599,690,916",Ethereum,188.01,"109,564,303 ETH",coinmarketcap20200204153935.html
2,"$11,645,006,219",XRP,0.266487,"43,698,224,662 XRP",coinmarketcap20200204153935.html
3,"$6,893,401,441",Bitcoin Cash,377.50,"18,260,588 BCH",coinmarketcap20200204153935.html
4,"$4,930,841,663",Bitcoin SV,270.07,"18,257,940 BSV",coinmarketcap20200204153935.html
5,"$4,645,275,473",Tether,1.00,"4,642,367,414 USDT",coinmarketcap20200204153935.html
6,"$4,333,963,782",Litecoin,67.71,"64,009,485 LTC",coinmarketcap20200204153935.html
7,"$3,955,789,750",EOS,4.16,"951,628,554 EOS",coinmarketcap20200204153935.html
8,"$2,826,692,592",Binance Coin,18.17,"155,536,713 BNB",coinmarketcap20200204153935.html
9,"$1,444,029,202",Cardano,0.055696,"25,927,070,538 ADA",coinmarketcap20200204153935.html
10,"$1,344,895,910",Tezos,1.94,"694,191,974 XTZ",coinmarketcap20200204153935.html
11,"$1,330,614,595",Stellar,0.066328,"20,061,035,469 XLM",coinmarketcap20200204153935.html
12,"$1,321,956,143",Ethereum Classic,11.37,"116,313,299 ETC",coinmarketcap20200204153935.html
13,"$1,300,730,370",Monero,74.63,"17,429,885 XMR",coinmarketcap20200204153935.html
14,"$1,284,284,290",TRON,0.019260,"66,682,072,191 TRX",coinmarketcap20200204153935.html
15,"$1,028,121,919",Dash,110.44,"9,309,287 DASH",coinmarketcap20200204153935.html
16,"$950,382,381",Chainlink,2.72,"350,000,000 LINK",coinmarketcap20200204153935.html
17,"$940,960,709",IOTA,0.338532,"2,779,530,283 MIOTA",coinmarketcap20200204153935.html
18,"$896,443,674",UNUS SED LEO,0.896893,"999,498,893 LEO",coinmarketcap20200204153935.html
19,"$856,373,317",Neo,12.14,"70,538,831 NEO",coinmarketcap20200204153935.html
20,"$802,266,322",Huobi Token,3.39,"236,468,066 HT",coinmarketcap20200204153935.html
21,"$800,580,871",Cosmos,4.20,"190,688,439 ATOM",coinmarketcap20200204153935.html
22,"$750,160,343",Crypto.com Coin,0.055716,"13,463,926,941 CRO",coinmarketcap20200204153935.html
23,"$719,573,225",HedgeTrade,2.50,"288,208,798 HEDG",coinmarketcap20200204153935.html
24,"$567,439,726",Zcash,64.25,"8,832,394 ZEC",coinmarketcap20200204153935.html
25,"$543,154,629",Maker,549.67,"988,140 MKR",coinmarketcap20200204153935.html
26,"$501,517,909",Ontology,0.786878,"637,351,170 ONT",coinmarketcap20200204153935.html
27,"$440,717,691",USD Coin,1.02,"430,506,015 USDC",coinmarketcap20200204153935.html
28,"$428,643,809",NEM,0.047627,"8,999,999,999 XEM",coinmarketcap20200204153935.html
29,"$354,193,210",VeChain,0.006387,"55,454,734,800 VET",coinmarketcap20200204153935.html
30,"$348,319,319",Basic Attention Token,0.244729,"1,423,287,364 BAT",coinmarketcap20200204153935.html
31,"$305,094,687",Dogecoin,0.002477,"123,185,048,629 DOGE",coinmarketcap20200204153935.html
32,"$250,688,608",ICON,0.482416,"519,652,624 ICX",coinmarketcap20200204153935.html
33,"$222,529,185",Paxos Standard,1.00,"221,570,886 PAX",coinmarketcap20200204153935.html
34,"$218,674,894",Qtum,2.27,"96,359,996 QTUM",coinmarketcap20200204153935.html
35,"$217,203,208",FTX Token,2.24,"96,815,279 FTT",coinmarketcap20200204153935.html
36,"$210,980,943",Decred,19.56,"10,786,831 DCR",coinmarketcap20200204153935.html
37,"$196,043,793",Bitcoin Gold,11.19,"17,513,924 BTG",coinmarketcap20200204153935.html
38,"$187,565,962",Synthetix Network Token,1.16,"162,251,159 SNX",coinmarketcap20200204153935.html
39,"$170,879,249",Ravencoin,0.031405,"5,441,160,000 RVN",coinmarketcap20200204153935.html
40,"$163,167,513",Augur,14.83,"11,000,000 REP",coinmarketcap20200204153935.html
41,"$157,319,951",0x,0.251326,"625,958,624 ZRX",coinmarketcap20200204153935.html
42,"$154,420,703",Algorand,0.279933,"551,634,245 ALGO",coinmarketcap20200204153935.html
43,"$145,897,460",Lisk,1.20,"121,810,663 LSK",coinmarketcap20200204153935.html
44,"$137,640,740",TrueUSD,1.00,"137,403,588 TUSD",coinmarketcap20200204153935.html
45,"$136,746,518",OmiseGO,0.975052,"140,245,398 OMG",coinmarketcap20200204153935.html
46,"$130,800,088",OKB,3.27,"40,000,000 OKB",coinmarketcap20200204153935.html
47,"$123,007,105",ZB Token,0.265508,"463,288,810 ZB",coinmarketcap20200204153935.html
48,"$116,282,234",Nano,0.872673,"133,248,297 NANO",coinmarketcap20200204153935.html
49,"$115,839,253",Bitcoin Diamond,0.621146,"186,492,898 BCD",coinmarketcap20200204153935.html
50,"$112,799,692",Swipe,1.73,"65,373,112 SXP",coinmarketcap20200204153935.html
51,"$111,387,261",Holo,0.000686,"162,324,472,186 HOT",coinmarketcap20200204153935.html
52,"$109,154,871",Multi-collateral DAI,1.00,"108,998,099 DAI",coinmarketcap20200204153935.html
53,"$108,745,211",Enjin Coin,0.136027,"799,438,521 ENJ",coinmarketcap20200204153935.html
54,"$107,129,747",MonaCoin,1.63,"65,729,675 MONA",coinmarketcap20200204153935.html
55,"$101,883,331",Molecular Future,1.20,"85,172,815 MOF",coinmarketcap20200204153935.html
56,"$101,604,407",THETA,0.116719,"870,502,690 THETA",coinmarketcap20200204153935.html
57,"$100,258,041",Bytom,0.100008,"1,002,499,275 BTM",coinmarketcap20200204153935.html
58,"$97,937,430",Waves,0.969171,"101,052,766 WAVES",coinmarketcap20200204153935.html
59,"$91,913,937",KuCoin Shares,1.12,"81,850,451 KCS",coinmarketcap20200204153935.html
60,"$88,237,837",Siacoin,0.002110,"41,817,047,634 SC",coinmarketcap20200204153935.html
61,"$86,553,416",MCO,5.48,"15,793,831 MCO",coinmarketcap20200204153935.html
62,"$85,246,106",KickToken,0.000121,"704,446,392,886 KICK",coinmarketcap20200204153935.html
63,"$85,091,746",V Systems,0.044430,"1,915,165,809 VSYS",coinmarketcap20200204153935.html
64,"$83,550,692",BitTorrent,0.000394,"212,116,500,000 BTT",coinmarketcap20200204153935.html
65,"$82,731,445",Komodo,0.699880,"118,208,014 KMD",coinmarketcap20200204153935.html
66,"$82,427,951",Nervos Network,0.006235,"13,219,211,168 CKB",coinmarketcap20200204153935.html
67,"$82,294,530",Horizen,9.86,"8,349,750 ZEN",coinmarketcap20200204153935.html
68,"$81,449,262",DigiByte,0.006370,"12,786,731,217 DGB",coinmarketcap20200204153935.html
69,"$81,377,107",BitShares,0.029615,"2,747,870,000 BTS",coinmarketcap20200204153935.html
70,"$80,462,905",Nexo,0.143684,"560,000,011 NEXO",coinmarketcap20200204153935.html
71,"$76,990,278",IOST,0.006408,"12,013,965,609 IOST",coinmarketcap20200204153935.html
72,"$74,893,254",HyperCash,1.68,"44,501,967 HC",coinmarketcap20200204153935.html
73,"$70,438,697",Verge,0.004357,"16,167,120,759 XVG",coinmarketcap20200204153935.html
74,"$69,057,866",Steem,0.192287,"359,139,896 STEEM",coinmarketcap20200204153935.html
75,"$68,695,320",DigixDAO,34.35,"2,000,000 DGD",coinmarketcap20200204153935.html
76,"$68,675,828",Zcoin,7.31,"9,399,418 XZC",coinmarketcap20200204153935.html
77,"$64,700,349",Zilliqa,0.006551,"9,875,889,310 ZIL",coinmarketcap20200204153935.html
78,"$63,826,418",Centrality,0.076924,"829,733,169 CENNZ",coinmarketcap20200204153935.html
79,"$63,732,412",Bytecoin,0.000346,"184,066,828,814 BCN",coinmarketcap20200204153935.html
80,"$61,772,529",Aeternity,0.205764,"300,211,152 AE",coinmarketcap20200204153935.html
81,"$57,514,052",Kyber Network,0.331191,"173,658,289 KNC",coinmarketcap20200204153935.html
82,"$56,979,990",iExec RLC,0.711620,"80,070,793 RLC",coinmarketcap20200204153935.html
83,"$56,634,112",Ardor,0.056691,"998,999,495 ARDR",coinmarketcap20200204153935.html
84,"$56,560,583",Terra,0.196551,"287,765,804 LUNA",coinmarketcap20200204153935.html
85,"$56,266,166",Seele,0.080428,"699,587,206 SEELE",coinmarketcap20200204153935.html
86,"$55,719,704",Quant,4.62,"12,072,738 QNT",coinmarketcap20200204153935.html
87,"$54,197,986",aelf,0.099541,"544,480,200 ELF",coinmarketcap20200204153935.html
88,"$53,846,787",Hedera Hashgraph,0.017018,"3,164,061,654 HBAR",coinmarketcap20200204153935.html
89,"$53,715,086",MaidSafeCoin,0.118694,"452,552,412 MAID",coinmarketcap20200204153935.html
90,"$53,540,192",ABBC Coin,0.096396,"555,416,914 ABBC",coinmarketcap20200204153935.html
91,"$52,676,156",Matic Network,0.020589,"2,558,503,686 MATIC",coinmarketcap20200204153935.html
92,"$52,173,495",DxChain Token,0.001043,"50,000,000,000 DX",coinmarketcap20200204153935.html
93,"$50,076,562",Aion,0.138047,"362,749,958 AION",coinmarketcap20200204153935.html
94,"$48,405,903",Status,0.013948,"3,470,483,788 SNT",coinmarketcap20200204153935.html
95,"$45,645,636",RIF Token,0.081709,"558,633,348 RIF",coinmarketcap20200204153935.html
96,"$45,489,563",Decentraland,0.043318,"1,050,141,509 MANA",coinmarketcap20200204153935.html
97,"$45,479,335",Energi,1.76,"25,773,065 NRG",coinmarketcap20200204153935.html
98,"$45,299,759",Golem,0.046222,"980,050,000 GNT",coinmarketcap20200204153935.html
99,"$44,936,042",Ren,0.054600,"823,003,651 REN",coinmarketcap20200204153935.html
100,"$167,161,382,530",Bitcoin,9184.77,"18,199,837 BTC",coinmarketcap20200204160606.html
101,"$20,659,445,331",Ethereum,188.56,"109,564,476 ETH",coinmarketcap20200204160606.html
102,"$11,641,204,136",XRP,0.266400,"43,698,224,662 XRP",coinmarketcap20200204160606.html
103,"$6,895,892,395",Bitcoin Cash,377.64,"18,260,600 BCH",coinmarketcap20200204160606.html
104,"$4,941,139,398",Bitcoin SV,270.63,"18,257,990 BSV",coinmarketcap20200204160606.html
105,"$4,643,252,352",Tether,1.00,"4,642,367,414 USDT",coinmarketcap20200204160606.html
106,"$4,335,351,349",Litecoin,67.73,"64,009,585 LTC",coinmarketcap20200204160606.html
107,"$3,967,993,940",EOS,4.17,"951,628,554 EOS",coinmarketcap20200204160606.html
108,"$2,831,458,140",Binance Coin,18.20,"155,536,713 BNB",coinmarketcap20200204160606.html
109,"$1,447,173,667",Cardano,0.055817,"25,927,070,538 ADA",coinmarketcap20200204160606.html
110,"$1,348,007,018",Tezos,1.94,"694,191,974 XTZ",coinmarketcap20200204160606.html
111,"$1,331,478,926",Stellar,0.066371,"20,061,035,468 XLM",coinmarketcap20200204160606.html
112,"$1,323,199,380",Ethereum Classic,11.38,"116,313,299 ETC",coinmarketcap20200204160606.html
113,"$1,308,712,936",Monero,75.08,"17,429,907 XMR",coinmarketcap20200204160606.html
114,"$1,286,443,869",TRON,0.019292,"66,682,072,191 TRX",coinmarketcap20200204160606.html
115,"$1,029,353,398",Dash,110.57,"9,309,331 DASH",coinmarketcap20200204160606.html
116,"$952,225,422",Chainlink,2.72,"350,000,000 LINK",coinmarketcap20200204160606.html
